index,key,dataset,method,model,trainer,train_size,fold,seed,status
0,0LidQr4k,isruc_sg1,BatchNorm,usleep,usleep,4,0,42,done
1,0LidQr4k,isruc_sg1,BatchNorm,usleep,usleep,4,1,42,done
2,0LidQr4k,isruc_sg1,BatchNorm,usleep,usleep,4,2,42,done
3,0LidQr4k,isruc_sg1,BatchNorm,usleep,usleep,4,3,42,done
4,0LidQr4k,isruc_sg1,BatchNorm,usleep,usleep,4,4,42,done
5,0LidQr4k,isruc_sg1,BatchNorm,usleep,usleep,4,5,42,done
6,0LidQr4k,isruc_sg1,BatchNorm,usleep,usleep,4,6,42,done
7,18xkn1XYg,isruc_sg1,BatchNorm,usleep,usleep,8,0,42,done
8,18xkn1XYg,isruc_sg1,BatchNorm,usleep,usleep,8,1,42,done
9,18xkn1XYg,isruc_sg1,BatchNorm,usleep,usleep,8,2,42,done
10,18xkn1XYg,isruc_sg1,BatchNorm,usleep,usleep,8,3,42,done
11,18xkn1XYg,isruc_sg1,BatchNorm,usleep,usleep,8,4,42,done
12,18xkn1XYg,isruc_sg1,BatchNorm,usleep,usleep,8,5,42,done
13,18xkn1XYg,isruc_sg1,BatchNorm,usleep,usleep,8,6,42,done
14,ZhoTjiIE,isruc_sg1,BatchNorm,usleep,usleep,16,0,42,done
15,ZhoTjiIE,isruc_sg1,BatchNorm,usleep,usleep,16,1,42,done
16,ZhoTjiIE,isruc_sg1,BatchNorm,usleep,usleep,16,2,42,done
17,ZhoTjiIE,isruc_sg1,BatchNorm,usleep,usleep,16,3,42,done
18,ZhoTjiIE,isruc_sg1,BatchNorm,usleep,usleep,16,4,42,done
19,ZhoTjiIE,isruc_sg1,BatchNorm,usleep,usleep,16,5,42,done
20,ZhoTjiIE,isruc_sg1,BatchNorm,usleep,usleep,16,6,42,done
21,g0OqmqHV,isruc_sg1,BatchNorm,usleep,usleep,32,0,42,done
22,g0OqmqHV,isruc_sg1,BatchNorm,usleep,usleep,32,1,42,done
23,g0OqmqHV,isruc_sg1,BatchNorm,usleep,usleep,32,2,42,done
24,g0OqmqHV,isruc_sg1,BatchNorm,usleep,usleep,32,3,42,done
25,g0OqmqHV,isruc_sg1,BatchNorm,usleep,usleep,32,4,42,done
26,g0OqmqHV,isruc_sg1,BatchNorm,usleep,usleep,32,5,42,done
27,g0OqmqHV,isruc_sg1,BatchNorm,usleep,usleep,32,6,42,done
28,4u3iVEoX,isruc_sg1,BatchNorm,usleep,usleep,,0,42,done
29,4u3iVEoX,isruc_sg1,BatchNorm,usleep,usleep,,1,42,done
30,4u3iVEoX,isruc_sg1,BatchNorm,usleep,usleep,,2,42,done
31,4u3iVEoX,isruc_sg1,BatchNorm,usleep,usleep,,3,42,done
32,4u3iVEoX,isruc_sg1,BatchNorm,usleep,usleep,,4,42,done
33,4u3iVEoX,isruc_sg1,BatchNorm,usleep,usleep,,5,42,done
34,4u3iVEoX,isruc_sg1,BatchNorm,usleep,usleep,,6,42,done
35,u7zech37,isruc_sg1,BitFit,usleep,usleep,4,0,42,done
36,u7zech37,isruc_sg1,BitFit,usleep,usleep,4,1,42,done
37,u7zech37,isruc_sg1,BitFit,usleep,usleep,4,2,42,done
38,u7zech37,isruc_sg1,BitFit,usleep,usleep,4,3,42,done
39,u7zech37,isruc_sg1,BitFit,usleep,usleep,4,4,42,done
40,u7zech37,isruc_sg1,BitFit,usleep,usleep,4,5,42,done
41,u7zech37,isruc_sg1,BitFit,usleep,usleep,4,6,42,done
42,XmT7FvYB,isruc_sg1,BitFit,usleep,usleep,8,0,42,done
43,XmT7FvYB,isruc_sg1,BitFit,usleep,usleep,8,1,42,done
44,XmT7FvYB,isruc_sg1,BitFit,usleep,usleep,8,2,42,done
45,XmT7FvYB,isruc_sg1,BitFit,usleep,usleep,8,3,42,done
46,XmT7FvYB,isruc_sg1,BitFit,usleep,usleep,8,4,42,done
47,XmT7FvYB,isruc_sg1,BitFit,usleep,usleep,8,5,42,done
48,XmT7FvYB,isruc_sg1,BitFit,usleep,usleep,8,6,42,done
49,7l1yQKYt,isruc_sg1,BitFit,usleep,usleep,16,0,42,done
50,7l1yQKYt,isruc_sg1,BitFit,usleep,usleep,16,1,42,done
51,7l1yQKYt,isruc_sg1,BitFit,usleep,usleep,16,2,42,done
52,7l1yQKYt,isruc_sg1,BitFit,usleep,usleep,16,3,42,done
53,7l1yQKYt,isruc_sg1,BitFit,usleep,usleep,16,4,42,done
54,7l1yQKYt,isruc_sg1,BitFit,usleep,usleep,16,5,42,done
55,7l1yQKYt,isruc_sg1,BitFit,usleep,usleep,16,6,42,done
