index,key,dataset,method,model,trainer,train_size,fold,seed,status
0,BjitLRf4,mass_c1,BatchNorm,usleep,usleep,4,0,42,done
1,BjitLRf4,mass_c1,BatchNorm,usleep,usleep,4,1,42,done
2,BjitLRf4,mass_c1,BatchNorm,usleep,usleep,4,2,42,done
3,BjitLRf4,mass_c1,BatchNorm,usleep,usleep,4,3,42,done
4,BjitLRf4,mass_c1,BatchNorm,usleep,usleep,4,4,42,done
5,BjitLRf4,mass_c1,BatchNorm,usleep,usleep,4,5,42,done
6,BjitLRf4,mass_c1,BatchNorm,usleep,usleep,4,6,42,done
7,BjitLRf4,mass_c1,BatchNorm,usleep,usleep,4,7,42,done
8,BjitLRf4,mass_c1,BatchNorm,usleep,usleep,4,8,42,done
9,BjitLRf4,mass_c1,BatchNorm,usleep,usleep,4,9,42,done
10,RLcBBSGe,mass_c1,BatchNorm,usleep,usleep,8,0,42,done
11,RLcBBSGe,mass_c1,BatchNorm,usleep,usleep,8,1,42,done
12,RLcBBSGe,mass_c1,BatchNorm,usleep,usleep,8,2,42,done
13,RLcBBSGe,mass_c1,BatchNorm,usleep,usleep,8,3,42,done
14,RLcBBSGe,mass_c1,BatchNorm,usleep,usleep,8,4,42,done
15,RLcBBSGe,mass_c1,BatchNorm,usleep,usleep,8,5,42,done
16,RLcBBSGe,mass_c1,BatchNorm,usleep,usleep,8,6,42,done
17,RLcBBSGe,mass_c1,BatchNorm,usleep,usleep,8,7,42,done
18,RLcBBSGe,mass_c1,BatchNorm,usleep,usleep,8,8,42,done
19,RLcBBSGe,mass_c1,BatchNorm,usleep,usleep,8,9,42,done
20,G7bKl5zO,mass_c1,BatchNorm,usleep,usleep,16,0,42,done
21,G7bKl5zO,mass_c1,BatchNorm,usleep,usleep,16,1,42,done
22,G7bKl5zO,mass_c1,BatchNorm,usleep,usleep,16,2,42,done
23,G7bKl5zO,mass_c1,BatchNorm,usleep,usleep,16,3,42,done
24,G7bKl5zO,mass_c1,BatchNorm,usleep,usleep,16,4,42,done
25,G7bKl5zO,mass_c1,BatchNorm,usleep,usleep,16,5,42,done
26,G7bKl5zO,mass_c1,BatchNorm,usleep,usleep,16,6,42,done
27,G7bKl5zO,mass_c1,BatchNorm,usleep,usleep,16,7,42,done
28,G7bKl5zO,mass_c1,BatchNorm,usleep,usleep,16,8,42,done
29,G7bKl5zO,mass_c1,BatchNorm,usleep,usleep,16,9,42,done
30,njBDeexV,mass_c1,BatchNorm,usleep,usleep,,0,42,done
31,njBDeexV,mass_c1,BatchNorm,usleep,usleep,,1,42,done
32,njBDeexV,mass_c1,BatchNorm,usleep,usleep,,2,42,done
33,njBDeexV,mass_c1,BatchNorm,usleep,usleep,,3,42,done
34,njBDeexV,mass_c1,BatchNorm,usleep,usleep,,4,42,done
35,njBDeexV,mass_c1,BatchNorm,usleep,usleep,,5,42,done
36,njBDeexV,mass_c1,BatchNorm,usleep,usleep,,6,42,done
37,njBDeexV,mass_c1,BatchNorm,usleep,usleep,,7,42,done
38,njBDeexV,mass_c1,BatchNorm,usleep,usleep,,8,42,done
39,njBDeexV,mass_c1,BatchNorm,usleep,usleep,,9,42,done
40,1gedSPuxJ,mass_c1,BitFit,usleep,usleep,4,0,42,done
41,1gedSPuxJ,mass_c1,BitFit,usleep,usleep,4,1,42,done
42,1gedSPuxJ,mass_c1,BitFit,usleep,usleep,4,2,42,done
43,1gedSPuxJ,mass_c1,BitFit,usleep,usleep,4,3,42,done
44,1gedSPuxJ,mass_c1,BitFit,usleep,usleep,4,4,42,done
45,1gedSPuxJ,mass_c1,BitFit,usleep,usleep,4,5,42,done
46,1gedSPuxJ,mass_c1,BitFit,usleep,usleep,4,6,42,done
47,1gedSPuxJ,mass_c1,BitFit,usleep,usleep,4,7,42,done
48,1gedSPuxJ,mass_c1,BitFit,usleep,usleep,4,8,42,done
49,1gedSPuxJ,mass_c1,BitFit,usleep,usleep,4,9,42,done
50,Ny0jhD1T,mass_c1,BitFit,usleep,usleep,8,0,42,done
51,Ny0jhD1T,mass_c1,BitFit,usleep,usleep,8,1,42,done
52,Ny0jhD1T,mass_c1,BitFit,usleep,usleep,8,2,42,done
53,Ny0jhD1T,mass_c1,BitFit,usleep,usleep,8,3,42,done
54,Ny0jhD1T,mass_c1,BitFit,usleep,usleep,8,4,42,done
55,Ny0jhD1T,mass_c1,BitFit,usleep,usleep,8,5,42,done
56,Ny0jhD1T,mass_c1,BitFit,usleep,usleep,8,6,42,done
57,Ny0jhD1T,mass_c1,BitFit,usleep,usleep,8,7,42,done
58,Ny0jhD1T,mass_c1,BitFit,usleep,usleep,8,8,42,done
59,Ny0jhD1T,mass_c1,BitFit,usleep,usleep,8,9,42,done
60,m8RyKdd2,mass_c1,BitFit,usleep,usleep,16,0,42,done
61,m8RyKdd2,mass_c1,BitFit,usleep,usleep,16,1,42,done
62,m8RyKdd2,mass_c1,BitFit,usleep,usleep,16,2,42,done
63,m8RyKdd2,mass_c1,BitFit,usleep,usleep,16,3,42,done
64,m8RyKdd2,mass_c1,BitFit,usleep,usleep,16,4,42,done
65,m8RyKdd2,mass_c1,BitFit,usleep,usleep,16,5,42,done
66,m8RyKdd2,mass_c1,BitFit,usleep,usleep,16,6,42,done
67,m8RyKdd2,mass_c1,BitFit,usleep,usleep,16,7,42,done
68,m8RyKdd2,mass_c1,BitFit,usleep,usleep,16,8,42,done
69,m8RyKdd2,mass_c1,BitFit,usleep,usleep,16,9,42,done
70,doHgw9x7,mass_c1,BitFit,usleep,usleep,,0,42,done
71,doHgw9x7,mass_c1,BitFit,usleep,usleep,,1,42,done
72,doHgw9x7,mass_c1,BitFit,usleep,usleep,,2,42,done
73,doHgw9x7,mass_c1,BitFit,usleep,usleep,,3,42,done
74,doHgw9x7,mass_c1,BitFit,usleep,usleep,,4,42,done
75,doHgw9x7,mass_c1,BitFit,usleep,usleep,,5,42,done
76,doHgw9x7,mass_c1,BitFit,usleep,usleep,,6,42,done
77,doHgw9x7,mass_c1,BitFit,usleep,usleep,,7,42,done
78,doHgw9x7,mass_c1,BitFit,usleep,usleep,,8,42,done
79,doHgw9x7,mass_c1,BitFit,usleep,usleep,,9,42,done
80,cHPtnMnu,mass_c1,Fish10,usleep,usleep,4,0,42,done
81,cHPtnMnu,mass_c1,Fish10,usleep,usleep,4,1,42,done
82,cHPtnMnu,mass_c1,Fish10,usleep,usleep,4,2,42,done
83,cHPtnMnu,mass_c1,Fish10,usleep,usleep,4,3,42,done
84,cHPtnMnu,mass_c1,Fish10,usleep,usleep,4,4,42,done
85,cHPtnMnu,mass_c1,Fish10,usleep,usleep,4,5,42,done
86,cHPtnMnu,mass_c1,Fish10,usleep,usleep,4,6,42,done
87,cHPtnMnu,mass_c1,Fish10,usleep,usleep,4,7,42,done
