index,key,dataset,method,model,trainer,train_size,fold,seed,status
0,1dofcmyOW,eesm19,BatchNorm,usleep,usleep,1,0,42,done
1,1dofcmyOW,eesm19,BatchNorm,usleep,usleep,1,1,42,done
2,1dofcmyOW,eesm19,BatchNorm,usleep,usleep,1,2,42,done
3,1dofcmyOW,eesm19,BatchNorm,usleep,usleep,1,3,42,done
4,1dofcmyOW,eesm19,BatchNorm,usleep,usleep,1,4,42,done
5,1dofcmyOW,eesm19,BatchNorm,usleep,usleep,1,5,42,done
6,1dofcmyOW,eesm19,BatchNorm,usleep,usleep,1,6,42,done
7,1dofcmyOW,eesm19,BatchNorm,usleep,usleep,1,7,42,done
8,1dofcmyOW,eesm19,BatchNorm,usleep,usleep,1,8,42,done
9,1dofcmyOW,eesm19,BatchNorm,usleep,usleep,1,9,42,done
10,1gH0d0lV1,eesm19,BatchNorm,usleep,usleep,2,0,42,done
11,1gH0d0lV1,eesm19,BatchNorm,usleep,usleep,2,1,42,done
12,1gH0d0lV1,eesm19,BatchNorm,usleep,usleep,2,2,42,done
13,1gH0d0lV1,eesm19,BatchNorm,usleep,usleep,2,3,42,done
14,1gH0d0lV1,eesm19,BatchNorm,usleep,usleep,2,4,42,done
15,1gH0d0lV1,eesm19,BatchNorm,usleep,usleep,2,5,42,done
16,1gH0d0lV1,eesm19,BatchNorm,usleep,usleep,2,6,42,done
17,1gH0d0lV1,eesm19,BatchNorm,usleep,usleep,2,7,42,done
18,1gH0d0lV1,eesm19,BatchNorm,usleep,usleep,2,8,42,done
19,1gH0d0lV1,eesm19,BatchNorm,usleep,usleep,2,9,42,done
20,cvl8Jgp4,eesm19,BatchNorm,usleep,usleep,4,0,42,done
21,cvl8Jgp4,eesm19,BatchNorm,usleep,usleep,4,1,42,done
22,cvl8Jgp4,eesm19,BatchNorm,usleep,usleep,4,2,42,done
23,cvl8Jgp4,eesm19,BatchNorm,usleep,usleep,4,3,42,done
24,cvl8Jgp4,eesm19,BatchNorm,usleep,usleep,4,4,42,done
25,cvl8Jgp4,eesm19,BatchNorm,usleep,usleep,4,5,42,done
26,cvl8Jgp4,eesm19,BatchNorm,usleep,usleep,4,6,42,done
27,cvl8Jgp4,eesm19,BatchNorm,usleep,usleep,4,7,42,done
28,cvl8Jgp4,eesm19,BatchNorm,usleep,usleep,4,8,42,done
29,cvl8Jgp4,eesm19,BatchNorm,usleep,usleep,4,9,42,done
30,kVEJRjqn,eesm19,BatchNorm,usleep,usleep,8,0,42,done
31,kVEJRjqn,eesm19,BatchNorm,usleep,usleep,8,1,42,done
32,kVEJRjqn,eesm19,BatchNorm,usleep,usleep,8,2,42,done
33,kVEJRjqn,eesm19,BatchNorm,usleep,usleep,8,3,42,done
34,kVEJRjqn,eesm19,BatchNorm,usleep,usleep,8,4,42,done
35,kVEJRjqn,eesm19,BatchNorm,usleep,usleep,8,5,42,done
36,kVEJRjqn,eesm19,BatchNorm,usleep,usleep,8,6,42,done
37,kVEJRjqn,eesm19,BatchNorm,usleep,usleep,8,7,42,done
38,kVEJRjqn,eesm19,BatchNorm,usleep,usleep,8,8,42,done
39,kVEJRjqn,eesm19,BatchNorm,usleep,usleep,8,9,42,done
40,ej0N7IPL,eesm19,BatchNorm,usleep,usleep,,0,42,done
41,ej0N7IPL,eesm19,BatchNorm,usleep,usleep,,1,42,done
42,ej0N7IPL,eesm19,BatchNorm,usleep,usleep,,2,42,done
43,ej0N7IPL,eesm19,BatchNorm,usleep,usleep,,3,42,done
44,ej0N7IPL,eesm19,BatchNorm,usleep,usleep,,4,42,done
45,ej0N7IPL,eesm19,BatchNorm,usleep,usleep,,5,42,done
46,ej0N7IPL,eesm19,BatchNorm,usleep,usleep,,6,42,done
47,ej0N7IPL,eesm19,BatchNorm,usleep,usleep,,7,42,done
48,ej0N7IPL,eesm19,BatchNorm,usleep,usleep,,8,42,done
49,ej0N7IPL,eesm19,BatchNorm,usleep,usleep,,9,42,done
50,n9eIFAos,eesm19,BitFit,usleep,usleep,1,0,42,done
51,n9eIFAos,eesm19,BitFit,usleep,usleep,1,1,42,done
52,n9eIFAos,eesm19,BitFit,usleep,usleep,1,2,42,done
53,n9eIFAos,eesm19,BitFit,usleep,usleep,1,3,42,done
54,n9eIFAos,eesm19,BitFit,usleep,usleep,1,4,42,done
55,n9eIFAos,eesm19,BitFit,usleep,usleep,1,5,42,done
56,n9eIFAos,eesm19,BitFit,usleep,usleep,1,6,42,done
57,n9eIFAos,eesm19,BitFit,usleep,usleep,1,7,42,done
58,n9eIFAos,eesm19,BitFit,usleep,usleep,1,8,42,done
59,n9eIFAos,eesm19,BitFit,usleep,usleep,1,9,42,done
60,19B4clY8Q,eesm19,BitFit,usleep,usleep,2,0,42,done
61,19B4clY8Q,eesm19,BitFit,usleep,usleep,2,1,42,done
62,19B4clY8Q,eesm19,BitFit,usleep,usleep,2,2,42,done
63,19B4clY8Q,eesm19,BitFit,usleep,usleep,2,3,42,done
64,19B4clY8Q,eesm19,BitFit,usleep,usleep,2,4,42,done
65,19B4clY8Q,eesm19,BitFit,usleep,usleep,2,5,42,done
66,19B4clY8Q,eesm19,BitFit,usleep,usleep,2,6,42,done
67,19B4clY8Q,eesm19,BitFit,usleep,usleep,2,7,42,done
68,19B4clY8Q,eesm19,BitFit,usleep,usleep,2,8,42,done
69,19B4clY8Q,eesm19,BitFit,usleep,usleep,2,9,42,done
70,UuDk80Lr,eesm19,BitFit,usleep,usleep,4,0,42,done
71,UuDk80Lr,eesm19,BitFit,usleep,usleep,4,1,42,done
72,UuDk80Lr,eesm19,BitFit,usleep,usleep,4,2,42,done
73,UuDk80Lr,eesm19,BitFit,usleep,usleep,4,3,42,done
