index,key,dataset,method,model,trainer,train_size,fold,seed,status
0,f3gejCXs,isruc_sg2,BatchNorm,usleep,usleep,,0,42,done
1,f3gejCXs,isruc_sg2,BatchNorm,usleep,usleep,,1,42,done
2,f3gejCXs,isruc_sg2,BatchNorm,usleep,usleep,,2,42,done
3,f3gejCXs,isruc_sg2,BatchNorm,usleep,usleep,,3,42,done
4,f3gejCXs,isruc_sg2,BatchNorm,usleep,usleep,,4,42,done
5,f3gejCXs,isruc_sg2,BatchNorm,usleep,usleep,,5,42,done
6,11PcHe0mq,isruc_sg2,BitFit,usleep,usleep,,0,42,done
7,11PcHe0mq,isruc_sg2,BitFit,usleep,usleep,,1,42,done
8,11PcHe0mq,isruc_sg2,BitFit,usleep,usleep,,2,42,done
9,11PcHe0mq,isruc_sg2,BitFit,usleep,usleep,,3,42,done
10,11PcHe0mq,isruc_sg2,BitFit,usleep,usleep,,4,42,done
11,11PcHe0mq,isruc_sg2,BitFit,usleep,usleep,,5,42,done
12,T9Yeuw2j,isruc_sg2,Fish10,usleep,usleep,,0,42,done
13,T9Yeuw2j,isruc_sg2,Fish10,usleep,usleep,,1,42,done
14,T9Yeuw2j,isruc_sg2,Fish10,usleep,usleep,,2,42,done
15,T9Yeuw2j,isruc_sg2,Fish10,usleep,usleep,,3,42,done
16,T9Yeuw2j,isruc_sg2,Fish10,usleep,usleep,,4,42,done
17,T9Yeuw2j,isruc_sg2,Fish10,usleep,usleep,,5,42,done
18,FUKb94gi,isruc_sg2,Fish20,usleep,usleep,,0,42,done
19,FUKb94gi,isruc_sg2,Fish20,usleep,usleep,,1,42,done
20,FUKb94gi,isruc_sg2,Fish20,usleep,usleep,,2,42,done
21,FUKb94gi,isruc_sg2,Fish20,usleep,usleep,,3,42,done
22,FUKb94gi,isruc_sg2,Fish20,usleep,usleep,,4,42,done
23,FUKb94gi,isruc_sg2,Fish20,usleep,usleep,,5,42,done
24,0FVZwVbe,isruc_sg2,Fish50,usleep,usleep,,0,42,done
25,0FVZwVbe,isruc_sg2,Fish50,usleep,usleep,,1,42,done
26,0FVZwVbe,isruc_sg2,Fish50,usleep,usleep,,2,42,done
